"빅데이터(Big Data)의 정의를 기술하시오.","정답: <b>현재 시스템으로 처리 가능한 범위를 넘어서는 방대한 데이터</b>를 의미합니다.<br><br>해설: 기존의 데이터 관리 단위를 훨씬 넘어서는 규모와 다양한 형태, 급격한 생성 속도를 특징으로 합니다."
"빅데이터의 3가지 주요 특징(3V)은 무엇인가?","정답: <b>규모(Volume), 다양성(Variety), 속도(Velocity)</b><br><br>해설: <br>1. 규모: 수 페타바이트 이상의 방대한 양<br>2. 다양성: 정형·반정형·비정형 데이터 포함<br>3. 속도: 데이터의 생성 및 흐름이 매우 빠름"
"데이터 단위 중 페타바이트(PB), 엑사바이트(EB), 제타바이트(ZB)는 각각 10의 몇 승 바이트인가?","정답: <b>PB: 10의 15승, EB: 10의 18승, ZB: 10의 21승</b>"
"다음 중 빅데이터의 종류를 '정형화 정도'에 따라 분류한 것이 아닌 것은?<br><br>1) 정형 데이터<br>2) 반정형 데이터<br>3) 비정형 데이터<br>4) 수치형 데이터","정답: <b>4) 수치형 데이터</b><br><br>해설: 빅데이터는 정형화 정도에 따라 정형, 반정형, 비정형 데이터로 분류됩니다."
"정형 데이터, 반정형 데이터, 비정형 데이터의 예시를 각각 하나씩 드시오.","정답: <br>1. <b>정형</b>: 관계형 데이터베이스(RDBMS), 스프레드시트<br>2. <b>반정형</b>: XML, HTML, JSON 등 웹 문서<br>3. <b>비정형</b>: 이미지, 동영상, 음성, SNS 텍스트"
"비정형 데이터 분석 기법 중 소셜 미디어 등에서 글쓴이의 의견이나 감정(긍정/부정)을 판별하는 기법의 명칭은?","정답: <b>오피니언 마이닝(Opinion Mining) 또는 감성 분석(Sentiment Analysis)</b>"
"비정형 데이터 분석 기법 3가지를 제시하시오.","정답: <b>텍스트 마이닝, 오피니언 마이닝, 소셜 네트워크 분석(SNA)</b>"
"데이터 마이닝(Data Mining)의 정의를 기술하시오.","정답: <b>대용량의 데이터로부터 기존에 알려지지 않은 유용한 패턴이나 정보를 추출하는 지식 발견 과정</b>입니다.<br><br>해설: 주요 기법으로 분류, 예측, 군집, 연관 분석 등이 있습니다."
"빅데이터 분석 인프라 기술 중 '데이터 저장' 단계에서 관계형 데이터베이스의 한계를 극복하기 위해 만들어진 비관계형 데이터베이스 시스템을 통칭하는 용어는?","정답: <b>NoSQL (Not Only SQL)</b><br><br>해설: 대표적인 예로 MongoDB, Cassandra, HBase 등이 있습니다."
"대규모 데이터를 실시간으로 처리하지 않고 한꺼번에 모아서 일괄적으로 처리하는 방식을 무엇이라 하는가?","정답: <b>배치 처리 (Batch Processing)</b><br><br>해설: 대표적인 엔진으로 Hadoop MapReduce, Apache Spark 등이 있습니다."
"수집한 데이터에서 표본을 추출하여 모집단의 특성을 추정하는 통계 기법으로, 전체를 대상으로 하는 빅데이터 분석에는 상대적으로 덜 쓰이는 기법은?","정답: <b>추론 통계 분석 (Inferential Statistics)</b>"
"빅데이터 분석 인프라 기술의 구성을 4단계로 나열하시오.","정답: <b>데이터 저장 -> 처리 -> 분석 -> 시각화</b>"
"R에서 엑셀과 같은 데이터 편집기 창을 띄워 소규모 데이터를 직접 입력할 때 사용하는 함수는?","정답: <b>edit()</b><br><br>해설: data.frame()으로 빈 객체를 만든 후 edit(data)를 실행하면 편집기 창이 나타납니다."
"CSV 파일을 불러올 때 사용하는 함수와, 첫 줄을 변수명으로 지정하는 옵션은?","정답: <b>read.csv(), header = T</b><br><br>해설: read.csv(""파일명.csv"", header = TRUE) 형태로 사용하며, 한글 깨짐 방지를 위해 fileEncoding=""EUC-KR"" 옵션을 추가하기도 합니다."
"R에서 엑셀(.xlsx) 파일을 불러오기 위해 필요한 패키지와 함수명은?","정답: <b>패키지: readxl, 함수: read_excel()</b><br><br>해설: install.packages(""readxl"")과 library(readxl)을 선행해야 합니다."
"데이터의 구조, 변수 개수, 변수 명, 관찰치 미리보기 등을 한눈에 확인하는 탐색 함수는?","정답: <b>str()</b><br><br>해설: Structure의 약자로, 데이터프레임의 전반적인 명세를 보여줍니다."
"데이터프레임에서 특정 조건에 맞는 데이터만 추출하거나 특정 열(column)만 선택할 때 사용하는 함수는?","정답: <b>subset()</b><br><br>해설: subset(data, 조건, select = c(열이름)) 형식을 사용합니다."
"두 데이터프레임을 '수평적(열 합치기)'으로 결합할 때와 '수직적(행 합치기)'으로 결합할 때 사용하는 함수는 각각 무엇인가?","정답: <b>수평적(열): cbind(), 수직적(행): rbind()</b><br><br>해설: Column bind(cbind)와 Row bind(rbind)의 약자입니다."
"작업 중인 데이터프레임을 외부 CSV 파일로 저장할 때 사용하는 함수는?","정답: <b>write.csv()</b><br><br>해설: write.csv(객체명, ""저장파일명.csv"") 형태로 사용합니다."
"반복문 없이 데이터프레임의 행이나 열에 대해 합계(sum)나 평균(mean) 등을 일괄 적용하는 함수는?","정답: <b>apply()</b><br><br>해설: apply(data, 1, 함수)는 행 방향, apply(data, 2, 함수)는 열 방향으로 적용됩니다."
"외부 데이터 수집 방법 중 HTML 형식의 비구조화된 웹 문서에서 데이터를 추출하여 정형화하는 기술을 무엇이라 하는가?","정답: <b>웹 스크래핑 (Web Scraping)</b><br><br>해설: 웹 사이트의 텍스트, 이미지 등을 추출하여 분석 가능한 데이터셋으로 변환하는 기법입니다."
"공공데이터포털 등에서 제공하는 실시간 데이터를 수집할 때 사용하는 방식은?","정답: <b>오픈 API (Open API)</b><br><br>해설: 주로 XML이나 JSON 형식으로 데이터를 주고받으며, R의 전용 패키지를 통해 데이터프레임으로 변환하여 사용합니다."
"R의 내장 데이터셋(예: Boston 데이터)을 사용하기 위해 먼저 실행해야 하는 함수는?","정답: <b>library()</b><br><br>해설: 데이터셋이 포함된 패키지(예: MASS)를 로드해야 내장 데이터를 호출할 수 있습니다."
"수집한 자료를 정리, 표현, 요약, 해석하여 자료의 특성을 규명하고 현상을 기술·설명하는 통계기법은?","정답: <b>기술통계 (Descriptive Statistics)</b><br><br>해설: 추론통계와 달리 수집된 데이터 자체의 특성을 파악하는 것이 목적입니다."
"범주형(Categorical) 자료의 분포적 특성을 파악하기 위해 빈도와 비율을 산출하는 통계 기법은?","정답: <b>빈도분석 (Frequency Analysis)</b><br><br>해설: R에서는 기본적으로 <b>table()</b>과 <b>prop.table()</b> 함수를 사용하여 빈도와 백분율을 구합니다."
"연속형 자료의 주요 특성값(평균, 표준편차, 최솟값, 최댓값 등)을 파악하는 통계 기법은?","정답: <b>기술 분석 (Descriptive Analysis)</b><br><br>해설: <b>summary()</b> 함수를 통해 주요 통계량을 한 번에 확인할 수 있습니다."
"두 개 이상의 범주형 변수에 대해 교차되는 빈도를 분석하여 변수 간의 독립성을 검정하는 기법은?","정답: <b>교차분석 (Cross-tabulation Analysis)</b><br><br>해설: 보통 카이제곱(Chi-square) 검정을 함께 수행하며, R의 <b>gmodels</b> 패키지의 <b>CrossTable()</b> 함수가 자주 사용됩니다."
"자료들 간의 유사성/비유사성을 측정하여 2차원 또는 3차원 공간상에 점으로 시각화하는 기법은?","정답: <b>다차원 척도법 (Multi-Dimensional Scaling, MDS)</b><br><br>해설: 자료 속에 잠재해 있는 패턴이나 구조를 찾아내는 데 유용하며, 주로 <b>유클리드 거리</b> 행렬을 사용합니다."
"데이터를 집단별로 나누어 합계, 평균, 표준편차 등의 정보를 제공하는 분석 기법과 이를 위해 주로 쓰이는 R 패키지는?","정답: <b>그룹 분석, dplyr 패키지</b><br><br>해설: <b>group_by()</b>와 <b>summarise()</b> 함수를 조합하여 효율적인 그룹별 통계 산출이 가능합니다."
"자료의 대칭 정도를 나타내는 '왜도(Skewness)'가 0보다 크면 어떤 형태인가?","정답: <b>오른쪽으로 긴 꼬리를 갖는 분포 (왼쪽으로 치우침)</b><br><br>해설: 왜도가 0이면 좌우대칭이며, 0보다 작으면 왼쪽으로 긴 꼬리를 갖는 분포가 됩니다."
"데이터 분포의 뾰족한 정도를 나타내며, 정규분포보다 더 뾰족한 경우 양수 값을 갖는 지표는?","정답: <b>첨도 (Kurtosis)</b><br><br>해설: 정규분포의 첨도는 0이며, 중심 곡선이 낮은 분포는 음수 값을 가집니다."
"이상치(Outlier) 존재 여부를 파악하고 중앙값, 사분위수를 시각적으로 확인하기 가장 좋은 EDA 도구는?<br>① 산포도<br>② 막대그래프<br>③ 박스 플롯(Box Plot)<br>④ 파이 차트","정답: <b>③ 박스 플롯(Box Plot)</b><br><br>해설: 최솟값, 1사분위수, 중앙값, 3사분위수, 최댓값을 상자 모양으로 그리며, 범위를 벗어난 점으로 이상치를 표시합니다."
"R에서 <b>psych</b> 패키지의 <b>describe()</b> 함수를 사용할 때의 장점은?","정답: <b>평균, 표준편차뿐만 아니라 왜도(skew), 첨도(kurtosis), 표준오차 등을 한 번에 확인할 수 있다.</b>"
"산포도(Scatter Plot)를 그릴 때 사용하는 R 기본 함수와, 여기에 회귀선을 추가할 때 사용하는 함수는?","정답: <b>plot() , abline()</b><br><br>해설: plot(x, y)로 산포도를 그린 후, abline(lm(y~x)) 등을 통해 회귀선을 시각화할 수 있습니다."
"다차원 척도법(MDS) 분석 시 문자형 변수를 처리하는 방법과 필요한 패키지는?","정답: <b>as.numeric(as.factor())를 통해 수치형으로 변환 후 MASS 패키지 사용</b><br><br>해설: MDS는 거리 계산을 기반으로 하므로 데이터를 행렬(matrix) 형태로 변환하여 분석해야 합니다."
"인공지능에 대한 인간의 고전적인 열망을 보여주는 사례로, 18세기 유럽에서 체스를 두는 기계로 알려졌으나 사실 내부에 사람이 숨어 있었던 장치의 이름은?","정답: <b>터크 (The Turk)</b><br><br>해설: 터크는 기계가 지능을 가질 수 있다는 가능성을 사람들에게 처음으로 상상하게 한 사례입니다. 수십 년 후 내부에서 사람이 조작했다는 비밀이 밝혀졌습니다."
"엘런 튜링이 제안한 것으로, 기계가 인간과 자연스럽게 대화하여 질문자가 인간과 기계를 구분하지 못할 경우 기계가 지능을 가졌다고 간주하는 테스트의 명칭은?","정답: <b>튜링 테스트 (Turing Test)</b><br><br>해설: 튜링 테스트는 인공지능을 '인간처럼 행동하는 컴퓨터'로 정의하며, 대화 능력을 통해 지능을 평가합니다."
"1960~70년대 인공지능 연구의 주류였으며, 지능을 기호(Symbol)와 규칙(Rules)의 조합으로 파악하여 논리적 추론을 시뮬레이션하려 했던 접근 방식은?","정답: <b>기호주의 AI (Symbolic AI)</b><br><br>해설: 기호주의 AI는 추론, 계획, 자연어 처리 등에 강점을 가졌으나, 모든 경우의 수를 탐색해야 하는 '조합 폭발' 문제에 직면했습니다."
"인공지능이 해결해야 할 문제의 크기가 커짐에 따라 가능한 상태의 수가 기하급수적으로 증가하여 인간이나 기계가 현실적으로 모든 경우를 탐색하기 불가능해지는 현상을 무엇이라 하는가?","정답: <b>조합 폭발 (Combinatorial Explosion)</b><br><br>해설: 예를 들어 5x5 크기의 24-퍼즐은 약 10의 25승 개의 상태를 가지며, 이를 해결하기 위해 전략이나 휴리스틱이 필요합니다."
"1943년 워런 맥클럭(Warren McCulloch)과 월터 피츠(Walter Pitts)에 의해 시작되었으며, 인간의 두뇌 뉴런 네트워크를 모방하여 인공신경망을 구축하려는 접근 방식은?","정답: <b>연결주의 (Connectionism)</b><br><br>해설: 연결주의는 뉴런의 전기적 신호 전달 방식을 모방하며, 현대 딥러닝 기술의 기초가 되었습니다."
"1957년 프랭크 로젠블랫이 개발한 초기 신경망 모델로, 시각 패턴 인식을 위해 설계되었으나 XOR 문제와 같은 복잡한 문제를 해결할 수 없다는 한계가 지적되었던 모델의 이름은?","정답: <b>퍼셉트론 (Perceptron)</b><br><br>해설: 퍼셉트론의 한계는 마빈 민스키 등에 의해 지적되었으며, 이로 인해 인공지능 연구의 첫 번째 겨울이 오게 된 계기 중 하나가 되었습니다."
